Sample_ID,otu0110,otu0010,otu0699,otu0026,otu0123,otu0304,otu1283,otu1124,otu0057,otu2814,otu0091,otu0297,otu0069,otu0283,otu0253,otu1391,otu1817,otu1081,otu0113,otu0466,otu1670,otu0033,otu0745,otu1462,otu0163,otu0221,otu0340,otu38547,otu1343,otu2009,otu1068,otu3986,otu2981,otu0080,otu0291,otu0036,otu1160,otu2676,otu1328,otu2317,otu1522,otu2034,otu4205,otu0292,otu0402,otu0695,otu1511,otu3730,otu18047,otu8979,otu9826,otu0535,otu1156,otu1298,otu1635,otu1780,otu2304,otu2677,otu2867,otu2928,otu3047,otu3656,otu3791,otu4611,otu4818,otu5027,otu5317,otu5511,otu5993,otu6247,otu9250,otu9983,otu10037,otu12378,otu13915,otu14417,otu17082,otu24962,otu30106,otu38538,otu38578,otu38613,otu38648,otu38709,otu38715,otu38739,otu38745,otu38873,otu39011,otu39036,otu39042,otu39075,otu39079,otu39081,otu39107,otu39139,otu39181,otu39182,otu39187,otu39242,otu39245,otu39247,otu39254,otu39256,otu39260,otu39263
TAN1901-CTD20-1,0,3138,0,570,41,0,0,0,16464,0,36,7,2172,0,0,0,0,0,0,0,0,439,0,0,31,110,0,0,712,0,46,0,0,0,114,39,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0,12,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD20-3,82,2877,0,673,56,0,0,6,7556,0,74,0,2785,13,13,0,0,0,0,33,0,1653,0,0,33,143,0,10,775,0,31,0,0,0,979,75,0,0,0,0,11,0,0,13,37,0,11,9,0,0,0,319,0,0,12,22,10,0,0,0,26,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD21-1,0,4538,0,324,72,0,0,0,13732,0,0,17,1519,0,0,0,0,0,0,0,0,225,0,0,0,49,0,0,963,0,34,0,6,19,132,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,19,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD21-3,0,3666,0,441,54,0,6,0,12312,0,56,7,1574,0,10,0,0,0,0,24,0,412,0,0,0,48,0,0,1244,0,27,0,0,0,690,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,120,0,0,7,23,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD22-1,97,5668,0,194,0,0,0,3,1935,0,42,0,1134,3,21,0,0,0,0,19,0,8501,0,0,31,105,0,0,79,0,44,0,0,0,444,23,0,0,0,0,0,0,0,0,71,18,0,0,0,0,0,75,0,0,0,0,638,0,0,0,66,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
TAN1901-CTD22-3,135,4612,0,347,103,0,0,0,2273,0,75,16,445,46,65,0,0,0,0,47,0,8897,0,0,33,47,0,11,321,0,43,0,0,0,434,0,0,0,0,0,0,16,0,0,67,0,15,0,0,0,1,156,0,0,31,0,134,0,0,0,76,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD22-4,0,1690,0,760,115,47,91,0,1039,0,79,78,259,559,397,0,10,0,64,486,0,13465,0,9,229,48,0,17,120,0,26,0,0,83,466,0,0,0,68,0,0,35,0,30,0,0,61,0,0,0,0,684,0,0,94,24,38,0,0,0,22,0,58,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD23-1,86,1760,0,136,119,0,0,0,3900,0,368,10,1583,0,34,0,0,0,0,19,0,16421,0,0,59,76,0,0,39,0,24,0,0,0,1174,26,0,0,0,0,0,0,0,0,132,9,9,0,0,0,0,73,0,0,0,0,166,0,0,0,446,0,0,0,0,0,0,0,0,9,0,0,248,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TAN1901-CTD23-3,100,1545,0,213,272,0,0,11,2181,0,556,0,345,0,42,0,0,0,0,19,0,16634,0,0,128,50,0,0,37,0,13,0,0,0,1430,0,0,0,0,0,0,0,0,0,146,0,64,0,0,0,0,110,0,0,0,0,41,0,0,0,364,0,6,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TAN1901-CTD24-1,0,6148,0,192,69,0,0,0,757,0,111,0,571,0,11,0,0,0,0,0,0,6281,0,0,38,73,0,0,136,0,29,0,0,0,923,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,49,0,0,0,0,72,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD24-4,111,4791,0,162,109,0,0,6,978,0,211,0,63,0,18,0,0,0,0,8,0,9171,0,0,46,26,0,0,68,0,17,0,0,0,589,0,0,0,0,0,0,0,0,0,88,0,9,0,0,0,2,71,0,0,0,0,11,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
TAN1901-CTD25-1,128,8373,0,216,105,0,0,0,1824,0,90,7,1185,0,0,0,0,0,0,0,0,4950,0,0,0,25,23,0,176,0,50,0,24,42,897,0,92,0,0,0,171,0,0,0,115,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD25-2,225,9154,0,210,138,0,0,0,2013,0,91,8,1086,0,0,0,0,0,0,0,0,5026,0,0,0,29,12,0,188,0,54,0,0,65,1012,0,100,0,0,0,156,67,0,0,149,0,4,0,0,0,0,0,0,0,13,0,15,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD25-3,160,8554,0,219,128,0,0,0,1992,0,82,0,1160,0,0,0,0,0,0,0,0,5011,0,0,0,13,16,0,173,0,56,0,0,72,943,0,89,0,0,0,153,0,0,0,142,10,5,0,0,0,1,0,0,0,0,0,13,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD26-1,181,21670,0,28,0,0,0,7,650,0,58,0,2997,0,20,0,0,0,0,0,0,187,0,0,0,19,0,0,13,0,16,0,0,0,28,0,73,0,0,0,87,0,0,0,70,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAN1901-CTD26-3,191,18156,0,66,0,0,0,19,682,0,62,0,131,0,16,0,0,0,0,13,0,256,0,0,0,14,0,0,0,0,21,0,0,0,60,0,0,0,0,0,161,0,0,0,177,0,8,0,0,0,0,53,0,0,0,0,0,0,21,0,76,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
